edge_id,length,iteration
1111,4.0,1
1176,5.656854249492381,1
1279,11.313708498984761,1
1320,12.58505747976789,1
1326,11.313708498984761,1
1565,10.928203230275509,1
1888,11.313708498984761,1
1957,12.58505747976789,1
2081,11.313708498984761,1
2126,11.313708498984761,1
2135,6.928203230275509,1
2168,11.313708498984761,1
2236,10.928203230275509,1
2256,11.313708498984761,1
2263,5.656854249492381,1
2272,5.656854249492381,1
2357,11.313708498984761,1
2410,9.65685424949238,1
2432,11.313708498984761,1
2441,5.656854249492381,1
2448,15.31370849898476,1
2453,11.313708498984761,1
2455,11.313708498984761,1
2478,11.313708498984761,1
2479,5.656854249492381,1
2484,11.313708498984761,1
2491,5.656854249492381,1
2517,12.58505747976789,1
2552,5.656854249492381,1
2565,12.58505747976789,1
2579,11.313708498984761,1
2596,11.313708498984761,1
2602,12.58505747976789,1
2609,11.313708498984761,1
2613,12.58505747976789,1
2622,5.656854249492381,1
2661,12.58505747976789,1
2662,11.313708498984761,1
2667,12.58505747976789,1
2673,5.656854249492381,1
2674,5.656854249492381,1
2693,11.313708498984761,1
2706,12.58505747976789,1
2723,5.656854249492381,1
2724,11.313708498984761,1
2762,5.656854249492381,1
2773,12.58505747976789,1
2817,11.313708498984761,1
2818,11.313708498984761,1
2819,11.313708498984761,1
2840,5.656854249492381,1
2882,11.313708498984761,1
2894,13.856406460551018,1
2942,12.58505747976789,1
2947,12.58505747976789,1
2981,11.313708498984761,1
3009,11.313708498984761,1
3018,15.31370849898476,1
3051,12.58505747976789,1
3054,9.65685424949238,1
3056,12.58505747976789,1
3113,5.656854249492381,1
3115,5.656854249492381,1
3145,12.58505747976789,1
3150,13.856406460551018,1
3163,11.313708498984761,1
3202,5.656854249492381,1
3215,5.656854249492381,1
3219,5.656854249492381,1
3237,5.656854249492381,1
3243,11.313708498984761,1
3255,12.58505747976789,1
3296,11.313708498984761,1
3306,5.656854249492381,1
3308,11.313708498984761,1
3317,12.58505747976789,1
3323,12.58505747976789,1
3359,5.656854249492381,1
3364,11.313708498984761,1
3383,5.656854249492381,1
3384,11.313708498984761,1
3390,6.928203230275509,1
3395,5.656854249492381,1
3414,12.58505747976789,1
3417,12.58505747976789,1
3459,11.313708498984761,1
3469,11.313708498984761,1
3481,11.313708498984761,1
3491,11.313708498984761,1
3519,12.58505747976789,1
3548,5.656854249492381,1
3567,5.656854249492381,1
3571,12.58505747976789,1
3573,5.656854249492381,1
3591,11.313708498984761,1
3617,9.65685424949238,1
3621,5.656854249492381,1
3637,11.313708498984761,1
3642,11.313708498984761,1
3656,12.58505747976789,1
3673,12.58505747976789,1
3674,11.313708498984761,1
3679,11.313708498984761,1
3699,5.656854249492381,1
3710,5.656854249492381,1
3716,11.313708498984761,1
3729,5.656854249492381,1
3748,12.58505747976789,1
3777,15.31370849898476,1
3816,5.656854249492381,1
3822,5.656854249492381,1
3873,5.656854249492381,1
3880,11.313708498984761,1
3889,12.58505747976789,1
3900,11.313708498984761,1
3917,11.313708498984761,1
3924,5.656854249492381,1
3979,11.313708498984761,1
3995,11.313708498984761,1
4000,6.928203230275509,1
4043,11.313708498984761,1
4047,11.313708498984761,1
4049,5.656854249492381,1
4055,5.656854249492381,1
4079,5.656854249492381,1
4084,13.856406460551018,1
4091,11.313708498984761,1
4092,5.656854249492381,1
4104,12.58505747976789,1
4107,5.656854249492381,1
4183,5.656854249492381,1
4185,5.656854249492381,1
4187,5.656854249492381,1
4190,5.656854249492381,1
4246,11.313708498984761,1
4262,11.313708498984761,1
4268,11.313708498984761,1
4285,12.58505747976789,1
4290,5.656854249492381,1
4333,12.58505747976789,1
4336,12.58505747976789,1
4376,5.656854249492381,1
4394,11.313708498984761,1
4445,5.656854249492381,1
4503,12.58505747976789,1
4504,5.656854249492381,1
4524,5.656854249492381,1
4530,11.313708498984761,1
4540,11.313708498984761,1
4564,11.313708498984761,1
4565,5.656854249492381,1
4599,5.656854249492381,1
4645,11.313708498984761,1
4668,5.656854249492381,1
4727,11.313708498984761,1
4730,12.58505747976789,1
4737,12.58505747976789,1
4757,5.656854249492381,1
4788,11.313708498984761,1
4810,5.656854249492381,1
4853,11.313708498984761,1
4862,11.313708498984761,1
4874,5.656854249492381,1
4878,15.31370849898476,1
4888,9.65685424949238,1
4890,13.856406460551018,1
4892,11.313708498984761,1
4903,5.656854249492381,1
4905,5.656854249492381,1
4917,12.58505747976789,1
4930,5.656854249492381,1
4936,11.313708498984761,1
4941,5.656854249492381,1
4963,9.65685424949238,1
4966,11.313708498984761,1
4973,5.656854249492381,1
4983,5.656854249492381,1
5003,5.656854249492381,1
5005,5.656854249492381,1
5015,5.656854249492381,1
5028,9.65685424949238,1
5049,12.58505747976789,1
5111,12.58505747976789,1
5112,12.58505747976789,1
5130,6.928203230275509,1
5137,11.313708498984761,1
5142,11.313708498984761,1
5165,5.656854249492381,1
5172,11.313708498984761,1
5182,11.313708498984761,1
5227,4.0,1
5228,15.313708498984761,1
5237,12.58505747976789,1
5241,11.313708498984761,1
5260,12.58505747976789,1
5283,6.928203230275509,1
5299,5.656854249492381,1
5307,11.313708498984761,1
5314,13.856406460551018,1
5327,11.313708498984761,1
5343,11.313708498984761,1
5348,9.65685424949238,1
5379,12.58505747976789,1
5384,11.313708498984761,1
5444,15.31370849898476,1
5459,11.313708498984761,1
5471,11.313708498984761,1
5478,5.656854249492381,1
5490,12.58505747976789,1
5493,15.313708498984761,1
5499,11.313708498984761,1
5505,11.313708498984761,1
5510,5.656854249492381,1
5515,5.656854249492381,1
5516,5.656854249492381,1
5529,11.313708498984761,1
5532,11.313708498984761,1
5537,5.656854249492381,1
5552,11.313708498984761,1
