edge_id,node_u,node_v,length_original_voxels,valid_sample_count,junction_excluded_fraction,diameter_mean_original_voxels,diameter_median_original_voxels,diameter_std_original_voxels,diameter_min_original_voxels,diameter_max_original_voxels,diameter_iqr_original_voxels,diameter_q10_original_voxels,diameter_q25_original_voxels,diameter_q75_original_voxels,diameter_q90_original_voxels,diameter_coefficient_of_variation,robust_taper,slenderness_length_over_median_diameter,mean_segmentation_disagreement,uncertainty_score,reliable_diameter,assigned_volume_original_voxels_cubed,volume_length_equivalent_diameter_original_voxels
1,1,516,68.56854249492382,10,0.2857142857142857,13.53014850616455,11.313708305358887,6.880046844482422,8.0,28.844409942626953,8.244835138320923,8.0,8.0,16.244835138320923,23.249115943908688,0.5084975361824036,1.0,6.060660275503605,0.0,0.14895984530448914,True,20928.0,19.713169838226595
2,1,8,9.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4416.0,24.129690604880757
3,1,2,22.627416997969522,1,0.8,40.0,40.0,0.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,0.0,,0.565685424949238,0.0,0.4399999976158142,False,11520.0,25.460317115721796
4,2,3861,98.91168824543144,18,0.18181818181818182,28.153913497924805,36.0,14.492197036743164,8.0,43.817806243896484,30.792156219482422,8.0,10.0,40.79215621948242,42.022847747802736,0.5147489309310913,0.42385417222976685,2.747546895706429,0.030303029343485832,0.11683742702007294,True,41920.0,23.229608422086418
5,2,3,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,3840.0,20.78826187432251
6,3,392,76.2842712474619,14,0.2222222222222222,37.489009857177734,40.79215621948242,7.270475387573242,17.8885440826416,43.08131790161133,1.3749523162841797,26.4,40.0,41.37495231628418,41.569217681884766,0.19393618404865265,0.01904928684234619,1.870072051033879,0.0,0.12011891603469849,True,46720.0,27.924729538858717
7,3,351,81.94112549695429,15,0.21052631578947367,39.022178649902344,40.0,4.66934061050415,24.0,43.817806243896484,0.7921562194824219,35.2,40.0,40.79215621948242,41.569217681884766,0.11965863406658173,0.019803905859589577,2.0485281374238573,0.0,0.1147976666688919,True,84480.0,36.23106077103952
8,3,21,22.24191172926027,1,0.8,49.315311431884766,49.315311431884766,0.0,49.315311431884766,49.315311431884766,0.0,49.315311431884766,49.315311431884766,49.315311431884766,49.315311431884766,0.0,,0.4510143215861308,0.0,0.4399999976158142,False,9280.0,23.048517211551154
9,4,379,75.31370849898477,14,0.2631578947368421,39.98128128051758,40.0,1.2237423658370972,35.7770881652832,40.79215621948242,0.7921562194824219,40.0,40.0,40.79215621948242,40.79215621948242,0.030607882887125015,0.0,1.8828427124746192,0.0,0.13239961862564087,True,76608.0,35.98778398380494
10,4,103,23.89876597875265,1,0.8,47.32863998413086,47.32863998413086,0.0,47.32863998413086,47.32863998413086,0.0,47.32863998413086,47.32863998413086,47.32863998413086,47.32863998413086,0.0,,0.5049535753988669,0.0,0.4399999976158142,False,7936.0,20.562132369101622
11,4,5,37.941125496954285,4,0.5,40.0,40.0,0.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,0.0,,0.9485281374238571,0.0,0.25,False,31104.0,32.30785135322138
12,5,6,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,4800.0,23.241983342526165
13,5,384,17.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,18688.0,36.70961298942989
14,6,449,73.94112549695427,13,0.23529411764705882,36.30769348144531,40.0,7.435720443725586,16.0,40.0,0.0,25.6,40.0,40.0,40.0,0.20479737222194672,0.0,1.8485281374238567,0.0,0.12605825066566467,True,82560.0,37.70482010089576
15,6,453,64.8693287272298,10,0.2857142857142857,36.804107666015625,40.0,5.853007793426514,22.627416610717773,40.79215621948242,3.1671838760375977,28.222710609436035,36.8328161239624,40.0,40.079215621948244,0.15903137624263763,-0.2788897454738617,1.621733218180745,0.0,0.14895984530448914,True,97984.0,43.854376392452885
16,7,397,30.241911729260266,3,0.5714285714285714,40.36854553222656,40.79215621948242,5.863485813140869,32.98484420776367,47.32863998413086,7.171897888183594,34.54630661010742,36.88850021362305,44.06039810180664,46.02134323120117,0.1452488750219345,,0.7413658539289635,0.0,0.2868986129760742,False,6592.0,16.65938780213906
17,7,514,117.45147037556163,17,0.19047619047619047,22.38882064819336,16.0,15.010960578918457,8.0,43.817806243896484,32.0,8.0,8.0,40.0,40.31686248779297,0.6704667806625366,1.5,7.340716898472602,0.0317460298538208,0.12152299284934998,True,67840.0,27.118692703820443
18,7,13,16.970562748477143,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,12864.0,31.066687800929433
19,7,398,31.31370849898476,3,0.625,38.36043930053711,40.0,4.670119285583496,32.0,43.08131790161133,5.540658950805664,33.6,36.0,41.540658950805664,42.46505432128906,0.1217431128025055,,0.782842712474619,0.0,0.3029700517654419,False,33152.0,36.71492741826566
20,8,498,108.1801213947785,15,0.21052631578947367,17.477319717407227,8.0,12.116514205932617,8.0,40.0,21.619672775268555,8.0,8.0,29.619672775268555,35.04270248413086,0.693270742893219,1.7360680103302002,13.522515174347312,0.07017543166875839,0.1498853862285614,True,65280.0,27.718606934069367
21,8,348,12.0,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,7104.0,27.45465007031079
22,9,478,88.96764691704108,13,0.23529411764705882,36.453426361083984,46.647613525390625,16.615375518798828,8.0,53.06599807739258,24.66210174560547,9.171281242370606,24.0,48.66210174560547,52.57208709716797,0.45579737424850464,0.2248692363500595,1.907228262998178,0.11764705181121826,0.1848817765712738,True,56896.0,28.5351312657141
23,9,115,30.241911729260266,3,0.5714285714285714,57.12410354614258,57.13142776489258,0.9148496985435486,56.0,58.24087905883789,1.1204395294189453,56.22628555297852,56.56571388244629,57.686153411865234,58.01898880004883,0.016015125438570976,,0.5293393305994709,0.0,0.2868986129760742,False,15872.0,25.850340382283377
24,9,512,72.19663637962259,9,0.3076923076923077,17.625267028808594,11.313708305358887,11.096291542053223,8.0,40.0,16.0,8.0,8.0,24.0,33.6,0.6295672655105591,1.121320366859436,6.3813415045733235,0.0,0.15897436439990997,True,17408.0,17.521489233821427
25,10,461,54.241911729260266,9,0.3076923076923077,34.070068359375,40.0,12.441304206848145,11.313708305358887,49.315311431884766,17.783096313476562,16.57357692718506,25.298221588134766,43.08131790161133,46.62826309204102,0.36516815423965454,0.2328827828168869,1.3560477932315067,0.10256409645080566,0.2102563977241516,True,49408.0,34.055417014736136
26,10,16,24.97056274847714,2,0.6666666666666666,40.396080017089844,40.39607810974121,0.39607810974121094,40.0,40.79215621948242,0.39607810974121094,40.079215621948244,40.198039054870605,40.594117164611816,40.71294059753418,0.009804865345358849,,0.6181432435258034,0.0,0.34142136573791504,False,11072.0,23.76041013817997
27,10,399,13.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,8960.0,28.902387998482872
28,11,517,80.58214164833183,11,0.26666666666666666,14.585598945617676,11.313708305358887,8.156776428222656,8.0,32.0,12.257980346679688,8.0,8.0,20.257980346679688,25.298221588134766,0.5592349171638489,0.7677670121192932,7.122522472155574,0.0,0.14030227065086365,True,15488.0,15.64347838827004
29,11,394,64.48382345852053,10,0.2857142857142857,40.702091217041016,40.79215621948242,6.763119697570801,25.298221588134766,48.0,5.6001482009887695,32.216181945800784,40.79215621948242,46.39230442047119,48.0,0.16616147756576538,-0.13397462666034698,1.5807897751608169,0.0,0.14895984530448914,True,75264.0,38.549905433426865
30,11,22,44.2842712474619,6,0.4,43.94108581542969,43.76285934448242,3.2425780296325684,40.0,48.0,5.999183654785156,40.39607810974121,40.98642158508301,46.985605239868164,47.66431999206543,0.07379376143217087,,1.0119144843547618,0.0,0.20164966583251953,True,25472.0,27.062120981935166
31,12,478,76.18303722621457,12,0.25,39.60274124145508,46.64257049560547,12.843533515930176,13.856406211853027,51.22499465942383,16.88170337677002,18.629511833190918,31.78039836883545,48.66210174560547,50.403009033203126,0.32430920004844666,0.1009637787938118,1.633337022739609,0.0,0.13273502886295319,True,46080.0,27.751224647336944
32,12,347,47.89876597875265,7,0.36363636363636365,48.473045349121094,48.66210174560547,3.036656141281128,41.569217681884766,51.22499465942383,2.265392303466797,45.427687072753905,48.331050872802734,50.59644317626953,50.84786376953125,0.06264628469944,,0.9843135471039997,0.0,0.18468379974365234,False,30336.0,28.39697340790559
33,12,117,28.58505747976789,2,0.7142857142857143,55.117088317871094,55.11708641052246,1.451456069946289,53.66563034057617,56.56854248046875,1.451456069946289,53.95592155456543,54.391358375549316,55.842814445495605,56.278251266479494,0.026334049180150032,,0.5186242477851785,0.0,0.3557070791721344,False,15872.0,26.58896006861344
34,13,514,113.7386574544596,19,0.17391304347826086,28.13292121887207,32.0,17.31783103942871,8.0,48.66210174560547,35.817806243896484,8.0,8.0,43.817806243896484,48.0,0.6155717372894287,-0.08783360570669174,3.5543330454518625,0.028985505923628807,0.1125498116016388,True,57984.0,25.47739945399073
35,13,18,22.627416997969522,1,0.8,49.315311431884766,49.315311431884766,0.0,49.315311431884766,49.315311431884766,0.0,49.315311431884766,49.315311431884766,49.315311431884766,49.315311431884766,0.0,,0.45883147324787626,0.0,0.4399999976158142,False,7168.0,20.08336898128358
36,14,508,124.08180320496719,22,0.15384615384615385,30.895082473754883,36.39607810974121,18.28171730041504,8.0,53.66563034057617,37.182868003845215,8.0,11.313708305358887,48.4965763092041,51.1621395111084,0.5917354822158813,0.8070158362388611,3.4092080699144716,0.0,0.08879399299621582,True,44032.0,21.256179914586337
37,14,459,78.62741699796952,14,0.2631578947368421,43.9476432800293,47.66431999206543,7.252913951873779,25.298221588134766,51.22499465942383,7.675680160522461,34.4,40.98642158508301,48.66210174560547,50.212103652954106,0.16503533720970154,0.053250059485435486,1.6496074424445464,0.0,0.13239961862564087,True,40320.0,25.552201091066014
38,14,131,44.97056274847714,7,0.36363636363636365,52.334224700927734,51.22499465942383,3.6234130859375,48.66210174560547,58.24087905883789,6.128379821777344,48.66210174560547,48.98870658874512,55.11708641052246,57.2374771118164,0.06923601031303406,,0.8779027318103183,0.0,0.18468379974365234,False,12544.0,18.84555452090645
39,15,519,84.56854249492382,14,0.2222222222222222,27.849773406982422,25.735913276672363,17.015670776367188,8.0,53.66563034057617,34.68629169464111,8.0,11.313708305358887,46.0,50.01614074707032,0.6109805703163147,1.2360680103302002,3.2860128795809525,0.07407406717538834,0.15715596079826355,True,34112.0,22.662312709854728
40,15,528,91.49674572519932,15,0.21052631578947367,29.377216339111328,25.298221588134766,18.0936279296875,8.0,54.25864028930664,37.62259578704834,8.0,11.313708305358887,48.93630409240723,53.06599807739258,0.615906834602356,0.3602219521999359,3.616726393451808,0.14035086333751678,0.1849731057882309,True,28480.0,19.90775227633937
41,15,285,45.555620228245026,6,0.4,51.02580261230469,49.6292724609375,3.1146068572998047,48.0,56.56854248046875,4.236231803894043,48.331050872802734,48.66210174560547,52.89833354949951,55.11708641052246,0.06103983893990517,,0.9179183568346929,0.0,0.20164966583251953,False,30208.0,29.056617989518447
42,16,461,60.68337566957918,8,0.3333333333333333,35.089725494384766,40.0,6.979344367980957,22.627416610717773,40.79215621948242,9.675444602966309,24.496980094909667,30.32455539703369,40.0,40.237646865844724,0.19889993965625763,0.019803905859589577,1.5170843917394794,0.0,0.17071068286895752,True,21440.0,21.20960517624172
43,16,24,19.31370849898476,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,9344.0,24.819249108148494
44,17,456,92.8693287272298,17,0.19047619047619047,44.72970199584961,48.66210174560547,10.18453311920166,17.8885440826416,54.25864028930664,8.1436767578125,28.8,43.08131790161133,51.22499465942383,53.06599807739258,0.22769060730934143,-0.19722922146320343,1.908452890356643,0.0,0.10564997792243958,True,89344.0,34.998674947875266
45,17,110,46.62741699796952,7,0.36363636363636365,48.749267578125,48.66210174560547,0.807576060295105,48.0,50.59644317626953,0.3310508728027344,48.0,48.331050872802734,48.66210174560547,49.435838317871095,0.01656591147184372,,0.9581874872920034,0.0,0.18468379974365234,False,20544.0,23.685190585551553
46,17,284,30.241911729260266,3,0.5714285714285714,50.974727630615234,50.59644317626953,2.0601208209991455,48.66210174560547,53.66563034057617,2.5017642974853516,49.04897003173828,49.6292724609375,52.13103675842285,53.05179290771484,0.04041455313563347,,0.5977082543905806,0.0,0.2868986129760742,False,22272.0,30.621752893177792
47,18,457,92.28427124746192,18,0.18181818181818182,44.49210739135742,48.0,10.37127685546875,17.8885440826416,56.0,12.407708168029785,29.6,40.198039054870605,52.60574722290039,53.84353332519531,0.23310375213623047,0.11803396791219711,1.9225889843221233,0.0,0.10168591141700745,True,88256.0,34.89501070435012
48,18,20,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,7296.0,28.654641514687995
49,18,462,89.17011495953578,16,0.23809523809523808,43.041568756103516,47.32380676269531,10.169734954833984,17.8885440826416,53.66563034057617,9.145687103271484,28.0,40.0,49.145687103271484,53.66563034057617,0.23627705872058868,-0.16752831637859344,1.8842549038093723,0.0,0.12142857909202576,True,95168.0,36.86301621581566
50,18,403,34.24191172926027,4,0.5,48.06551742553711,49.298221588134766,5.070101261138916,40.0,53.66563034057617,5.363739967346191,42.4,46.0,51.36373996734619,52.74487419128418,0.10548312962055206,,0.6945871600670827,0.0,0.25,False,11136.0,20.348887405746495
51,19,518,98.42494895547483,16,0.2,29.49504852294922,23.96281909942627,19.02740478515625,8.0,56.56854248046875,40.050031661987305,8.0,11.313708305358887,51.36373996734619,56.0,0.6451050639152527,1.474873661994934,4.107402745356926,0.03333333134651184,0.12666666507720947,True,32320.0,20.447402040712387
52,19,531,97.45438620699768,17,0.19047619047619047,27.04148292541504,19.595918655395508,18.38300132751465,8.0,56.0,37.34839344024658,8.0,11.313708305358887,48.66210174560547,51.961396026611325,0.6798074245452881,2.0625672340393066,4.973198139918016,0.0634920597076416,0.13739600777626038,True,24576.0,17.918842955170057
53,19,27,23.31370849898476,2,0.6666666666666666,50.2701530456543,50.2701530456543,0.9548416137695312,49.315311431884766,51.22499465942383,0.9548416137695312,49.50627975463867,49.79273223876953,50.74757385253906,51.034026336669925,0.018994204699993134,,0.4637684010592078,0.0,0.34142136573791504,False,14144.0,27.79300478221989
54,20,116,21.65685424949238,1,0.8333333333333334,57.13142776489258,57.13142776489258,0.0,57.13142776489258,57.13142776489258,0.0,57.13142776489258,57.13142776489258,57.13142776489258,57.13142776489258,0.0,,0.37907076887023955,0.0,0.44999998807907104,False,16256.0,30.914641724651453
55,20,29,24.970562748477143,2,0.6666666666666666,56.0,56.0,0.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,0.0,,0.4459029062228061,0.0,0.34142136573791504,False,15360.0,27.985721130469468
56,21,122,9.65685424949238,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,1600.0,14.524366940821201
57,21,25,11.313708498984761,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,3584.0,20.08336898128358
58,22,349,30.24191172926027,3,0.5714285714285714,45.13692092895508,45.95650100708008,3.264740467071533,40.79215621948242,48.66210174560547,3.9349727630615234,41.825025177001955,43.37432861328125,47.30930137634277,48.12098159790039,0.07232971489429474,,0.658055140546953,0.0,0.2868986129760742,False,16384.0,26.263972092385135
59,22,36,64.97056274847715,11,0.3125,49.005245208740234,48.66210174560547,1.1812893152236938,47.32863998413086,51.22499465942383,0.9842605590820312,48.0,48.331050872802734,49.315311431884766,51.22499465942383,0.024105364456772804,0.012632327154278755,1.3351367988199245,0.0,0.154052272439003,True,44288.0,29.46047733920009
60,23,393,98.14067770801293,18,0.18181818181818182,46.40349578857422,48.66210174560547,7.6335296630859375,25.298221588134766,56.0,5.172163009643555,37.6,44.14314842224121,49.315311431884766,54.78104820251465,0.1645033359527588,0.1150081530213356,2.0167784412820953,0.0,0.10168591141700745,True,114112.0,38.47655597744194
61,23,282,19.513260710043397,0,1.0,,,,,,,,,,,,,,0.0,0.5,False,9152.0,24.43701421832374
62,23,31,22.24191172926027,1,0.8,56.0,56.0,0.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,0.0,,0.397176995165362,0.0,0.4399999976158142,False,10624.0,24.661133483206154
63,23,541,67.41202668879606,10,0.2857142857142857,15.97648811340332,11.313708305358887,9.505358695983887,8.0,35.7770881652832,13.44269847869873,8.0,8.0,21.44269847869873,29.537677764892575,0.5949591994285583,0.9346922636032104,5.958437752621346,0.1428571343421936,0.22038839757442474,True,13760.0,16.121133864912093
64,23,527,61.06888093828843,8,0.3333333333333333,12.382331848144531,9.656854152679443,5.538758277893066,8.0,24.0,6.864440679550171,8.0,8.0,14.864440679550171,19.72198085784912,0.4473114013671875,-0.2928932011127472,6.323889744295654,0.1111111044883728,0.22626623511314392,True,14016.0,17.094528350696553
65,23,541,59.997084168563944,7,0.36363636363636365,13.193840026855469,11.313708305358887,6.017333507537842,8.0,25.298221588134766,7.8724751472473145,8.0,8.0,15.872475147247314,20.85241508483887,0.4560714364051819,-0.36432549357414246,5.303043224134171,0.060606058686971664,0.21498683094978333,True,17664.0,19.361300036669583
